gyroscope	 104.0Hz
cycle sample index,gyro X,gyro Y,gyro Z
14568,-2.260,-0.373,-60.930
14569,-0.256,-0.093,-13.491
14570,0.513,0.233,-33.039
14571,1.981,1.631,-156.762
14572,4.567,4.241,-321.750
14573,6.151,5.755,-425.761
14574,4.613,4.031,-405.560
14575,-0.093,2.260,-239.874
14576,6.058,-1.258,-60.044
14577,-0.932,0.233,-2.679
14578,0.606,0.163,-25.653
14579,0.699,1.212,-107.553
14580,4.334,2.167,-248.052
14581,9.879,1.981,-372.544
14582,6.361,2.703,-411.315
14583,3.029,2.027,-325.035
14584,2.283,1.188,-159.815
14585,3.914,0.769,-37.070
14586,-0.489,-0.140,-10.555
14587,2.027,0.163,-66.102
14588,3.076,-0.303,-207.743
14589,4.357,-1.282,-357.585
14590,4.078,-0.559,-426.367
14591,5.033,1.957,-359.892
14592,3.146,1.142,-180.389
14593,-0.862,0.489,-30.873
14594,1.165,-0.396,-1.934
14595,-1.282,0.536,-37.956
14596,2.377,0.536,-153.803
14597,2.353,1.515,-302.084
14598,3.542,2.144,-401.762
14599,6.081,1.887,-397.545
14600,4.567,1.095,-291.716
14601,-0.466,0.396,-140.383
14602,-1.258,-0.023,-32.690
14603,1.025,0.117,-6.617
14604,0.280,0.583,-65.939
14605,2.423,2.866,-218.531
14606,5.243,5.219,-371.775
14607,6.128,4.567,-435.244
14608,1.351,2.889,-337.431
14609,5.569,0.163,-159.652
14610,3.029,-0.629,-26.818
14611,-1.794,0.466,-4.287
14612,2.330,-0.023,-51.446
14613,2.540,1.282,-172.467
14614,7.083,1.817,-318.068
14615,5.592,2.796,-413.156
14616,3.984,2.563,-371.612
14617,4.241,1.748,-242.949
14618,3.612,0.606,-108.881
14619,1.235,0.117,-19.595
14620,-0.047,-0.117,-20.714
14621,1.934,-0.280,-124.492
14622,3.309,-1.095,-286.357
14623,3.728,-0.536,-409.381
14624,4.543,2.563,-409.148
14625,5.196,1.911,-267.321
14626,1.864,0.303,-95.577
14627,0.256,-0.117,-5.382
14628,-0.140,0.023,-7.200
14629,-0.326,0.652,-80.199
14630,1.118,1.445,-238.452
14631,2.913,2.190,-391.324
14632,4.753,2.120,-446.032
14633,4.846,2.843,-372.381
14634,2.610,2.447,-216.131
14635,2.283,1.048,-57.714
14636,0.023,-0.070,-2.889
14637,0.676,0.233,-30.313
14638,-0.023,1.491,-144.111
14639,4.846,4.147,-304.927
14640,6.035,3.914,-409.544
14641,3.099,1.911,-369.258
14642,6.291,0.396,-237.777
14643,3.052,0.070,-94.831
14644,0.536,-0.093,-11.370
14645,0.583,0.047,-23.230
14646,2.773,0.583,-121.370
14647,4.986,1.631,-278.016
14648,6.198,2.516,-395.984
14649,4.217,1.817,-406.841
14650,3.169,0.769,-329.322
14651,1.515,-0.140,-179.084
14652,-0.350,-0.280,-39.960
14653,-0.350,-0.117,-5.243
14654,0.350,0.186,-44.876
14655,4.613,0.676,-170.416
14656,3.542,0.303,-341.042
14657,6.780,2.283,-427.439
14658,3.402,3.845,-365.973
14659,2.050,1.957,-228.620
14660,0.559,0.513,-75.678
14661,0.256,-0.070,-2.843
14662,0.443,-0.023,-13.281
14663,-0.070,0.652,-106.341
14664,1.864,1.445,-278.388
14665,2.959,2.493,-415.695
14666,5.942,5.033,-446.521
14667,5.406,5.149,-347.217
14668,3.495,2.913,-174.307
14669,3.402,1.025,-37.909
14670,-0.070,-0.093,-4.450
14671,1.282,0.303,-41.847
14672,1.305,1.188,-158.766
14673,4.054,2.819,-316.694
14674,1.911,2.563,-378.788
14675,9.180,0.676,-338.456
14676,6.361,0.606,-237.194
14677,2.540,0.489,-110.582
14678,0.583,0.023,-17.685
14679,0.396,0.047,-16.263
14680,2.214,0.559,-102.357
14681,5.289,1.445,-257.675
14682,5.639,1.048,-396.729
14683,2.889,-0.280,-444.191
14684,2.679,-0.419,-356.047
14685,0.885,-0.186,-182.649
14686,-0.652,-0.280,-33.832
14687,0.117,-0.047,-2.796
14688,-0.606,0.070,-35.696
14689,2.516,1.048,-141.757
14690,6.664,1.608,-296.516
14691,6.175,2.516,-381.724
14692,1.165,3.658,-379.254
14693,1.724,2.050,-289.083
14694,1.771,0.932,-145.043
14695,0.210,0.047,-21.809
14696,-0.023,-0.093,-2.796
14697,0.140,0.163,-51.843
14698,2.027,1.095,-203.269
14699,5.103,2.913,-371.029
14700,7.037,5.173,-459.919
14701,6.011,5.196,-407.797
14702,3.309,2.749,-248.937
14703,1.025,0.792,-78.498
14704,0.489,0.047,-3.285
14705,0.326,0.023,-12.419
14706,0.350,0.583,-83.507
14707,0.373,1.981,-198.330
14708,3.681,2.913,-321.027
14709,12.652,1.212,-384.636
14710,7.875,1.864,-363.806
14711,4.683,1.584,-250.149
14712,1.165,0.396,-88.796
14713,0.047,-0.070,-4.613
14714,-0.093,-0.023,-19.036
14715,2.004,0.652,-107.809
14716,6.151,0.885,-269.255
14717,4.054,-0.792,-417.396
14718,4.171,-1.608,-448.432
14719,3.122,0.093,-345.213
14720,1.934,1.235,-146.277
14721,-0.629,0.326,-9.763
14722,0.256,-0.140,-1.608
14723,-0.233,0.396,-38.142
14724,1.678,1.212,-148.840
14725,5.522,1.631,-291.157
14726,3.122,2.586,-394.213
14727,3.775,2.330,-397.824
14728,3.938,1.445,-295.724
14729,0.792,0.396,-136.608
14730,-0.909,-0.186,-22.018
14731,1.724,0.256,-9.110
14732,0.909,0.350,-78.008
14733,1.631,1.794,-232.348
14734,4.264,4.963,-381.794
14735,7.176,6.105,-432.518
14736,4.497,2.889,-344.444
14737,3.379,-0.513,-154.339
14738,1.654,-0.559,-18.640
14739,-1.212,0.396,-7.875
14740,0.909,0.443,-55.174
14741,-0.210,2.097,-161.446
14742,5.639,2.400,-300.151
14743,9.670,2.120,-391.929
14744,5.382,2.447,-384.963
14745,2.050,1.724,-263.896
14746,3.169,1.165,-97.604
14747,1.258,0.350,-27.261
14748,-0.280,0.047,-27.727
14749,2.889,0.676,-97.674
14750,3.751,0.396,-252.129
14751,4.520,-0.256,-391.277
14752,4.171,-0.652,-427.555
14753,4.008,2.470,-327.109
14754,0.769,2.214,-138.798
14755,1.142,-0.117,-12.978
14756,1.002,-0.326,-4.846
14757,-0.326,0.536,-55.105
14758,3.448,0.816,-177.220
14759,3.192,1.724,-314.317
14760,3.891,2.190,-396.356
14761,5.942,1.887,-377.996
14762,4.380,1.002,-264.711
14763,-0.676,0.023,-116.151
14764,-1.724,-0.303,-30.220
14765,1.375,0.186,-16.962
14766,0.699,0.559,-81.037
14767,2.260,2.703,-240.200
14768,5.476,5.569,-389.949
14769,7.013,4.683,-433.497
14770,2.283,1.538,-318.231
14771,4.380,-0.466,-127.847
14772,1.515,-0.443,-12.838
14773,-2.027,0.652,-10.881
14774,1.724,0.373,-67.407
14775,2.796,1.468,-190.291
14776,7.270,1.981,-328.413
14777,6.035,2.679,-407.657
14778,3.309,2.377,-359.263
14779,1.794,1.608,-210.119
14780,5.289,1.305,-73.954
14781,1.701,0.280,-27.797
14782,0.862,0.000,-48.231
14783,1.887,-0.280,-164.382
14784,3.938,-1.025,-313.525
14785,3.961,-0.722,-405.863
14786,4.054,2.027,-378.159
14787,4.171,1.864,-225.404
14788,0.932,0.396,-60.580
14789,1.491,-0.466,-1.561
14790,-0.955,0.303,-21.786
14791,0.513,0.722,-118.900
14792,2.447,1.375,-272.167
14793,3.285,2.120,-396.519
14794,6.081,2.050,-422.615
14795,5.219,1.351,-333.866
14796,0.093,0.769,-181.321
14797,-0.979,0.233,-49.419
14798,0.652,0.047,-4.730
14799,0.466,0.513,-49.280
14800,1.864,2.493,-186.050
14801,4.846,4.800,-339.434
14802,5.825,4.497,-422.592
14803,1.328,3.309,-354.906
14804,6.384,0.583,-197.794
14805,4.008,-0.489,-58.576
14806,-0.583,0.117,-3.891
14807,1.328,0.000,-34.274
14808,1.934,1.095,-144.483
14809,6.804,1.584,-299.475
14810,5.942,2.773,-414.787
14811,4.963,2.540,-398.593
14812,4.357,1.305,-293.953
14813,2.470,0.117,-145.555
14814,-0.350,-0.233,-25.537
14815,-0.233,-0.093,-6.850
14816,2.330,0.140,-72.067
14817,3.775,-0.536,-225.148
14818,3.052,-0.536,-377.577
14819,5.103,2.353,-429.932
14820,4.916,2.889,-328.973
14821,2.307,0.979,-163.683
14822,0.350,0.047,-24.325
14823,0.326,-0.117,-0.652
14824,-0.489,0.256,-30.383
14825,0.303,1.048,-158.976
14826,2.633,1.911,-337.314
14827,4.846,2.120,-449.154
14828,5.639,3.309,-431.586
14829,3.845,3.425,-296.260
14830,2.377,1.817,-115.335
14831,0.792,0.210,-9.786
14832,0.839,0.117,-10.438
14833,0.117,0.606,-80.269
14834,2.470,2.586,-227.781
14835,5.708,3.728,-367.301
14836,2.167,2.540,-387.036
14837,8.202,0.629,-298.450
14838,5.056,0.326,-170.160
14839,1.375,0.117,-51.493
14840,0.233,-0.023,-9.949
14841,1.654,0.303,-66.428
14842,3.798,1.235,-205.576
14843,5.802,1.981,-342.743
14844,3.798,1.491,-407.890
14845,2.586,0.769,-379.860
14846,1.654,0.047,-252.292
14847,0.023,-0.163,-95.413
14848,1.468,0.186,-10.671
14849,-1.654,-0.233,-22.018
14850,2.656,0.839,-102.846
14851,4.450,1.072,-256.859
14852,6.547,1.724,-393.351
14853,4.660,3.588,-394.353
14854,1.654,2.843,-302.597
14855,1.002,1.188,-160.374
14856,0.419,0.163,-32.736
14857,0.280,-0.093,-2.237
14858,0.419,0.186,-43.967
14859,1.375,0.885,-183.161
14860,2.074,1.748,-347.054
14861,4.870,4.520,-444.145
14862,6.594,6.035,-413.086
14863,4.054,4.101,-268.136
14864,3.751,1.817,-100.703
14865,0.746,0.163,-10.741
14866,1.258,0.163,-11.091
14867,1.188,0.443,-76.308
14868,2.237,1.678,-224.169
14869,0.955,2.913,-352.715
14870,8.481,1.654,-380.675
14871,9.250,0.839,-322.123
14872,4.078,1.025,-202.827
14873,1.794,0.350,-61.862
14874,0.163,-0.047,-4.963
14875,1.002,0.210,-43.827
14876,3.705,0.909,-164.009
14877,4.940,0.955,-319.280
14878,3.029,-0.186,-429.769
14879,2.633,-0.489,-417.792
14880,2.819,0.303,-285.938
14881,0.909,0.047,-117.945
14882,-0.070,-0.140,-13.234
14883,-0.093,-0.070,-8.807
14884,1.887,0.559,-72.649
14885,3.891,1.118,-189.895
14886,4.241,1.748,-306.605
14887,2.913,3.052,-381.141
14888,2.866,2.656,-364.808
14889,2.843,1.701,-261.216
14890,0.955,0.559,-114.333
14891,-0.489,-0.093,-13.258
14892,0.839,0.047,-3.076
14893,1.165,0.233,-53.008
14894,2.330,0.839,-202.104
14895,3.472,2.843,-383.495
14896,5.685,6.594,-483.778
14897,7.060,5.615,-419.214
14898,2.982,1.188,-229.715
14899,1.351,-0.583,-43.804
14900,-0.583,0.117,2.330
14901,0.979,-0.093,-18.430
14902,2.190,0.350,-88.750
14903,0.186,2.120,-200.730
14904,5.429,2.540,-326.526
14905,9.996,1.957,-391.976
14906,5.592,2.190,-358.331
14907,2.493,1.445,-227.758
14908,2.773,0.816,-72.463
14909,0.443,0.117,-19.153
14910,-0.489,0.023,-31.269
14911,2.773,0.862,-123.840
14912,6.035,0.816,-283.072
14913,4.287,-0.629,-410.103
14914,3.751,-1.421,-420.425
14915,3.402,1.608,-306.978
14916,0.443,2.144,-122.302
14917,1.282,-0.186,-10.695
14918,0.862,-0.280,-7.083
14919,0.093,0.536,-62.561
14920,2.749,1.165,-185.049
14921,4.101,1.724,-321.354
14922,3.006,2.307,-398.710
14923,5.033,1.957,-374.245
14924,3.868,1.188,-253.318
14925,0.606,0.233,-99.142
14926,-0.466,-0.163,-17.009
14927,2.307,0.326,-25.071
14928,0.047,0.210,-109.463
14929,1.561,2.423,-266.226
14930,6.291,5.149,-395.797
14931,7.200,4.753,-413.528
14932,2.843,0.816,-294.046
14933,4.217,-1.282,-117.828
14934,0.443,-0.256,-15.448
14935,-1.584,0.513,-12.792
14936,-0.350,0.862,-82.319
14937,2.959,1.445,-209.001
14938,8.365,1.701,-343.745
14939,6.734,2.586,-411.641
14940,4.194,2.237,-350.712
14941,2.283,1.188,-197.840
14942,2.283,0.536,-59.578
14943,0.023,-0.047,-8.714
14944,1.468,0.163,-42.709
14945,3.285,0.093,-174.867
14946,4.404,-0.955,-340.110
14947,4.334,-0.979,-435.570
14948,3.938,1.701,-396.496
14949,4.264,1.678,-221.443
14950,-0.466,0.629,-47.835
14951,1.701,-0.536,-0.862
14952,-1.072,0.350,-23.090
14953,1.118,0.629,-119.343
14954,2.819,1.282,-264.502
14955,3.122,2.050,-381.491
14956,5.965,2.050,-408.845
14957,5.476,1.235,-327.668
14958,0.419,0.419,-179.526
14959,-2.074,-0.093,-53.683
14960,0.536,0.047,-10.066
14961,0.466,0.443,-47.183
14962,2.167,2.353,-180.482
14963,4.637,4.823,-336.266
14964,6.501,4.940,-425.971
14965,1.654,3.262,-369.771
14966,4.683,0.955,-201.941
14967,4.404,-0.746,-51.889
14968,-1.561,0.396,-3.076
14969,1.724,-0.047,-36.138
14970,2.423,0.979,-146.068
14971,6.431,1.724,-291.646
14972,6.035,2.656,-404.977
14973,4.404,2.703,-392.209
14974,3.984,1.934,-272.703
14975,4.054,0.769,-135.000
14976,1.724,0.186,-30.243
14977,-0.117,-0.117,-13.165
14978,1.817,-0.163,-95.693
14979,3.052,-1.048,-251.640
14980,3.728,-0.955,-387.130
14981,4.241,1.841,-420.285
14982,5.778,2.144,-304.484
14983,1.887,0.652,-136.957
14984,0.652,-0.140,-18.733
14985,-0.303,0.023,-3.938
14986,-0.722,0.559,-59.695
14987,1.212,1.142,-200.427
14988,2.283,2.027,-354.510
14989,4.660,2.027,-434.126
14990,5.033,2.540,-389.180
14991,3.169,2.563,-252.036
14992,1.911,1.282,-88.051
14993,0.326,0.047,-5.825
14994,0.746,0.163,-19.362
14995,-0.233,1.095,-114.846
14996,3.705,3.751,-273.332
14997,6.710,4.357,-397.871
14998,2.586,2.400,-389.762
14999,6.338,0.629,-265.154
15000,3.612,0.117,-119.436
15001,1.095,-0.163,-18.803
15002,0.140,0.047,-13.421
15003,2.190,0.419,-92.687
15004,4.823,1.305,-241.924
15005,6.384,2.423,-377.460
15006,4.846,1.934,-411.641
15007,3.122,0.909,-351.178
15008,1.794,-0.070,-210.818
15009,-1.072,-0.489,-59.532
15010,0.513,0.023,-4.194
15011,-1.095,-0.070,-33.203
15012,4.916,0.932,-139.497
15013,4.101,0.280,-305.649
15014,5.289,1.538,-418.585
15015,4.986,3.751,-380.163
15016,2.307,2.423,-252.572
15017,0.676,0.792,-102.846
15018,0.256,-0.023,-8.435
15019,0.373,-0.070,-6.477
15020,0.186,0.443,-79.034
15021,1.188,1.398,-246.095
15022,3.052,2.097,-399.059
15023,5.289,4.241,-451.274
15024,5.918,5.033,-371.565
15025,3.681,3.192,-201.685
15026,3.914,1.305,-49.023
15027,-0.443,-0.163,-3.588
15028,1.794,0.326,-30.873
15029,0.629,0.769,-130.829
15030,4.380,2.726,-294.582
15031,1.934,2.819,-387.153
15032,7.037,0.792,-349.593
15033,7.107,0.350,-253.224
15034,3.239,0.443,-132.857
15035,0.955,0.093,-34.158
15036,0.350,0.000,-12.862
15037,1.817,0.443,-84.323
15038,4.823,1.328,-231.509
15039,5.243,1.421,-375.456
15040,2.610,0.559,-442.607
15041,2.703,0.163,-380.955
15042,1.957,0.186,-217.319
15043,-0.070,-0.140,-52.029
15044,0.466,0.000,-1.584
15045,-1.002,-0.093,-22.811
15046,2.214,0.839,-114.147
15047,5.266,1.421,-276.152
15048,7.829,2.190,-387.549
15049,1.515,3.798,-392.162
15050,1.561,2.330,-305.160
15051,1.654,1.048,-161.283
15052,0.699,0.117,-29.148
15053,0.000,-0.093,-2.120
15054,0.186,0.117,-42.825
15055,1.654,0.885,-182.509
15056,4.427,2.377,-352.110
15057,7.037,4.637,-452.533
15058,5.965,5.219,-416.790
15059,3.775,3.099,-269.255
15060,1.421,1.048,-94.645
15061,0.583,0.070,-5.359
15062,1.072,0.140,-11.114
15063,0.699,0.466,-84.066
15064,0.140,1.817,-210.655
15065,2.726,2.866,-322.589
15066,11.813,1.165,-373.150
15067,7.922,1.538,-342.440
15068,4.380,1.445,-236.029
15069,1.841,0.489,-82.715
15070,0.000,-0.070,-3.728
15071,0.326,0.070,-23.277
15072,2.074,0.652,-125.890
15073,5.988,1.002,-291.413
15074,4.474,-0.839,-431.516
15075,4.101,-1.584,-446.032
15076,2.819,-0.140,-326.526
15077,1.887,0.722,-135.699
15078,-0.186,0.210,-9.506
15079,0.070,-0.070,-2.703
15080,-0.326,0.419,-42.849
15081,1.421,1.351,-155.388
15082,5.592,1.771,-296.283
15083,3.169,2.679,-394.865
15084,3.262,2.377,-393.374
15085,3.309,1.445,-287.009
15086,0.722,0.466,-123.909
15087,-0.489,-0.140,-13.025
15088,1.118,0.140,-8.644
15089,0.955,0.373,-79.896
15090,2.773,1.864,-239.501
15091,4.334,4.730,-393.723
15092,6.571,6.314,-446.102
15093,5.219,3.425,-356.816
15094,3.146,-0.256,-157.694
15095,1.258,-0.443,-14.865
15096,-1.048,0.350,-5.825
15097,1.235,0.280,-50.212
15098,-0.326,1.934,-152.732
15099,4.916,2.330,-289.339
15100,10.042,1.981,-384.567
15101,6.151,2.377,-387.013
15102,2.889,1.771,-278.785
15103,2.353,1.002,-112.539
15104,1.608,0.396,-28.240
15105,-0.280,0.000,-24.092
15106,2.656,0.606,-92.594
15107,4.497,0.350,-246.234
15108,3.845,-0.746,-386.897
15109,4.334,-0.769,-429.582
15110,3.845,1.911,-338.526
15111,0.909,2.120,-147.046
15112,1.515,-0.256,-12.838
15113,1.095,-0.373,-3.705
15114,-0.396,0.443,-48.138
15115,2.516,0.932,-168.948
15116,3.309,1.724,-312.197
15117,3.285,2.307,-401.063
15118,5.452,1.981,-388.807
15119,3.984,1.095,-275.033
15120,-0.023,0.303,-122.675
15121,-1.468,-0.210,-27.121
15122,1.095,0.117,-9.530
15123,0.699,0.513,-70.110
15124,2.749,2.586,-229.295
15125,4.893,5.266,-385.732
15126,7.083,5.149,-445.799
15127,1.981,2.470,-343.372
15128,3.938,0.093,-145.206
15129,3.122,-0.862,-15.238
15130,-2.283,0.676,-7.037
15131,1.468,0.280,-55.244
15132,2.260,1.445,-172.746
15133,7.736,1.794,-315.552
15134,6.780,2.610,-409.684
15135,4.217,2.493,-380.046
15136,2.493,1.678,-242.017
15137,4.543,1.072,-97.441
15138,2.120,0.303,-21.436
15139,0.606,-0.070,-21.483
15140,2.283,-0.350,-120.135
15141,3.379,-1.445,-282.769
15142,3.728,-1.351,-407.936
15143,6.128,1.072,-419.959
15144,5.359,0.955,-286.101
15145,-0.955,0.885,-119.785
15146,0.606,-0.210,-19.875
15147,-0.769,0.163,-7.409
15148,-0.140,0.489,-73.651
15149,1.608,1.142,-214.197
15150,2.563,1.957,-357.073
15151,4.846,2.027,-422.779
15152,5.545,2.097,-368.210
15153,2.610,1.748,-235.050
15154,0.839,0.932,-87.049
15155,0.350,0.047,-7.130
15156,1.188,0.233,-20.737
15157,0.047,1.095,-122.139
15158,3.448,3.891,-290.341
15159,7.293,4.753,-417.955
15160,2.913,2.447,-403.906
15161,6.151,0.466,-262.847
15162,3.122,0.000,-101.215
15163,-0.140,0.023,-8.295
15164,-0.023,0.070,-11.790
15165,1.981,0.443,-88.167
15166,5.918,1.118,-241.668
15167,7.153,2.447,-388.830
15168,5.499,2.027,-431.469
15169,3.448,0.839,-363.620
15170,2.307,-0.117,-209.677
15171,-2.470,-0.792,-51.353
15172,0.792,0.070,-3.099
15173,-0.489,-0.023,-32.783
15174,4.567,0.699,-140.942
15175,3.961,0.093,-308.212
15176,5.056,1.445,-421.194
15177,5.056,3.798,-385.475
15178,2.563,2.400,-257.279
15179,0.769,0.746,-103.009
15180,0.280,-0.047,-7.759
15181,0.326,-0.070,-6.128
15182,0.210,0.443,-78.311
15183,1.328,1.398,-248.797
15184,3.169,2.050,-406.072
15185,5.266,4.217,-459.616
15186,5.755,5.103,-377.180
15187,3.379,3.192,-202.500
15188,3.845,1.212,-45.668
15189,-0.350,-0.163,-2.679
15190,1.491,0.280,-28.962
15191,0.722,0.885,-131.552
15192,4.474,2.773,-295.747
15193,1.887,2.773,-385.499
15194,7.316,0.979,-352.086
15195,7.340,0.419,-254.087
15196,3.052,0.466,-128.080
15197,0.792,0.070,-27.727
15198,0.303,0.000,-12.000
15199,1.817,0.466,-85.022
15200,4.893,1.351,-232.907
15201,5.592,1.421,-377.670
15202,2.610,0.326,-443.679
15203,2.679,0.000,-379.720
15204,1.864,0.093,-214.593
15205,-0.443,-0.210,-50.701
15206,0.443,0.000,-1.654
15207,-1.002,-0.070,-24.768
15208,2.307,0.909,-118.154
15209,5.569,1.468,-279.833
15210,7.666,2.260,-387.829
15211,1.468,3.821,-392.232
15212,1.631,2.283,-304.345
15213,1.701,1.025,-159.628
15214,0.513,0.093,-27.890
15215,-0.047,-0.070,-2.214
15216,0.070,0.117,-44.060
15217,1.771,0.955,-185.771
15218,4.800,2.563,-354.510
15219,7.246,4.730,-453.954
15220,5.988,5.126,-416.091
15221,3.705,2.982,-266.785
15222,1.282,1.072,-99.375
15223,0.466,0.093,-7.875
15224,0.699,0.070,-9.646
15225,0.326,0.419,-78.707
15226,0.559,1.841,-200.380
15227,2.749,3.006,-317.975
15228,12.000,1.258,-376.575
15229,8.062,1.608,-351.737
15230,4.334,1.538,-247.027
15231,2.214,0.606,-92.757
15232,0.070,-0.047,-7.503
15233,0.140,0.023,-22.951
15234,1.981,0.652,-119.343
15235,6.011,0.979,-278.412
15236,4.171,-0.722,-418.025
15237,4.147,-1.584,-439.904
15238,2.866,-0.186,-334.239
15239,2.097,0.909,-148.281
15240,-0.443,0.326,-12.396
15241,0.233,-0.117,-1.981
15242,-0.233,0.373,-38.072
15243,1.421,1.305,-149.912
15244,5.545,1.748,-293.813
15245,3.192,2.703,-397.382
15246,3.472,2.423,-400.178
15247,3.472,1.468,-294.116
15248,0.699,0.443,-128.057
15249,-0.396,-0.117,-14.190
15250,1.118,0.117,-7.782
15251,1.142,0.396,-76.797
15252,2.423,1.794,-234.258
15253,4.264,4.707,-387.526
15254,6.710,6.244,-442.211
15255,5.056,3.309,-355.838
15256,3.402,-0.396,-161.096
15257,1.375,-0.489,-17.731
15258,-0.979,0.303,-6.408
15259,1.048,0.326,-49.885
15260,-0.536,1.981,-151.427
15261,5.056,2.260,-288.873
15262,9.856,2.004,-386.034
15263,5.988,2.423,-389.949
15264,2.726,1.794,-279.320
15265,2.656,1.095,-111.397
15266,1.701,0.419,-29.311
15267,-0.140,0.023,-23.789
15268,2.749,0.536,-92.734
15269,4.287,0.140,-247.749
15270,3.938,-1.072,-388.388
15271,4.217,-0.559,-429.932
15272,3.705,2.097,-334.262
15273,1.724,1.654,-138.775
15274,1.608,-0.350,-10.415
15275,1.095,-0.350,-5.219
15276,-1.002,0.652,-56.246
15277,2.516,0.955,-178.245
15278,2.959,1.701,-314.806
15279,3.402,2.237,-398.081
15280,5.639,1.911,-381.421
15281,4.031,0.979,-268.160
15282,-0.606,0.117,-117.921
15283,-1.375,-0.210,-27.960
15284,1.305,0.163,-14.446
15285,0.513,0.629,-83.297
15286,2.470,2.913,-243.369
15287,5.522,5.685,-389.716
15288,7.083,4.823,-433.450
15289,1.538,2.097,-320.422
15290,4.264,-0.210,-129.595
15291,2.260,-0.652,-12.535
15292,-1.911,0.606,-10.182
15293,1.515,0.443,-67.127
15294,2.214,1.817,-190.967
15295,8.458,1.864,-330.254
15296,6.524,2.656,-410.430
15297,3.798,2.377,-364.505
15298,2.167,1.538,-217.878
15299,4.893,1.118,-77.030
15300,1.724,0.233,-19.735
15301,0.885,-0.047,-31.129
15302,2.307,-0.373,-138.775
15303,3.588,-1.445,-296.399
15304,3.891,-1.282,-407.750
15305,5.732,1.142,-403.323
15306,5.243,0.909,-261.310
15307,-1.421,0.955,-102.893
15308,0.792,-0.256,-15.681
15309,-0.606,0.140,-9.040
15310,0.233,0.489,-84.043
15311,1.445,1.305,-233.350
15312,2.633,2.027,-371.332
15313,4.707,2.027,-419.167
15314,5.522,2.004,-343.559
15315,2.307,1.351,-200.543
15316,0.256,0.559,-65.753
15317,0.466,0.023,-4.567
15318,0.769,0.233,-30.453
15319,0.792,1.538,-150.798
15320,3.728,4.264,-316.717
15321,7.060,4.940,-426.204
15322,3.169,2.353,-386.430
15323,4.683,0.536,-226.895
15324,3.448,-0.419,-66.242
15325,-0.885,0.186,-3.379
15326,1.258,-0.023,-29.568
15327,1.351,1.025,-125.005
15328,6.035,1.515,-267.344
15329,5.662,2.586,-392.628
15330,4.683,2.773,-396.286
15331,4.567,1.887,-298.030
15332,3.635,0.536,-167.178
15333,0.885,-0.093,-52.681
15334,-0.047,-0.117,-17.545
15335,2.959,0.000,-83.414
15336,3.006,-1.048,-220.861
15337,3.332,-0.932,-353.554
15338,4.380,1.654,-405.304
15339,5.662,1.981,-318.231
15340,0.839,1.165,-176.684
15341,0.932,0.023,-52.844
15342,0.117,-0.070,-3.285
15343,-0.652,0.326,-37.187
15344,0.699,1.002,-167.737
15345,2.493,1.887,-337.943
15346,4.800,2.074,-440.370
15347,5.592,2.936,-416.790
15348,3.891,3.052,-284.726
15349,2.237,1.654,-110.116
15350,0.466,0.140,-9.530
15351,0.955,0.140,-12.139
15352,0.000,0.699,-90.008
15353,2.773,2.913,-246.514
15354,6.244,3.984,-384.427
15355,2.353,2.400,-395.494
15356,7.829,0.466,-295.514
15357,4.543,0.256,-157.089
15358,1.235,0.023,-36.674
15359,0.256,0.000,-10.508
15360,1.841,0.350,-75.142
15361,3.425,1.305,-216.061
15362,5.312,2.237,-351.201
15363,4.357,1.887,-404.441
15364,2.959,1.048,-373.569
15365,2.540,0.186,-248.728
15366,0.559,-0.163,-95.810
15367,0.722,0.023,-10.601
15368,-1.258,-0.186,-19.922
15369,2.796,0.676,-104.524
15370,4.101,0.746,-268.323
15371,6.128,1.724,-404.441
15372,4.707,3.681,-398.453
15373,1.864,2.679,-294.629
15374,1.095,0.979,-142.153
15375,0.256,0.047,-20.411
15376,0.140,-0.070,-2.586
15377,0.280,0.233,-48.208
15378,1.701,0.979,-193.623
15379,2.610,1.701,-357.632
15380,4.497,4.124,-446.754
15381,6.105,5.802,-405.676
15382,3.868,3.938,-252.712
15383,3.868,1.678,-85.441
15384,0.117,0.023,-7.153
15385,1.212,0.186,-14.562
15386,1.025,0.629,-92.851
15387,2.866,2.074,-244.580
15388,1.258,2.959,-360.265
15389,8.505,1.584,-370.120
15390,8.714,0.769,-296.865
15391,3.658,0.839,-173.259
15392,1.375,0.210,-46.134
15393,0.303,-0.023,-8.528
15394,1.421,0.326,-63.306
15395,3.868,1.072,-193.180
15396,4.450,1.118,-338.666
15397,2.656,0.373,-428.976
15398,2.819,0.023,-396.892
15399,2.726,0.396,-255.088
15400,0.466,-0.023,-90.754
15401,0.559,0.000,-6.338
15402,-0.722,-0.163,-12.372
15403,0.746,0.513,-84.090
15404,5.266,1.468,-224.123
15405,6.198,2.027,-346.797
15406,2.423,3.565,-400.014
15407,2.097,2.656,-355.605
15408,2.074,1.421,-227.152
15409,0.163,0.280,-67.360
15410,0.117,-0.047,-1.841
15411,0.163,0.000,-14.679
15412,1.235,0.583,-112.958
15413,3.565,1.957,-281.604
15414,5.825,4.404,-425.341
15415,6.221,6.175,-454.070
15416,5.056,4.334,-346.448
15417,2.097,1.538,-165.663
15418,0.396,-0.117,-18.966
15419,-0.140,0.000,-1.305
15420,0.746,0.140,-33.412
15421,0.466,1.188,-122.721
15422,0.769,3.029,-257.162
15423,11.021,1.934,-372.264
