accelerometer	 104.0Hz
cycle sample index,accel X,accel Y,accel Z
921,0.183,0.072,0.997
922,0.509,-0.216,1.002
923,0.931,-0.618,1.016
924,0.666,-0.724,1.027
925,-0.240,-0.478,1.015
926,-1.042,-0.054,0.997
927,-0.422,0.285,1.004
928,0.048,0.246,1.011
929,0.383,-0.106,1.042
930,0.057,-0.878,1.011
931,-0.038,-0.810,0.999
932,-0.227,-0.328,0.992
933,-0.688,0.067,0.991
934,-0.905,0.267,0.989
935,-0.189,0.434,1.011
936,-0.022,0.591,1.008
937,-0.122,0.407,0.998
938,-0.126,0.112,0.993
939,0.092,-0.234,1.008
940,0.541,-0.559,1.007
941,0.494,-1.091,1.020
942,-0.844,-0.261,1.028
943,-0.485,1.329,1.003
944,-0.096,0.470,1.002
945,0.159,0.258,1.015
946,0.297,0.515,1.036
947,0.160,0.492,1.010
948,-0.230,0.054,1.014
949,0.045,-0.029,0.996
950,0.812,-0.423,1.011
951,0.935,-0.459,1.017
952,-0.572,-0.555,0.994
953,-0.303,0.078,1.009
954,0.249,-0.356,1.008
955,0.299,-0.427,1.006
956,-0.033,0.021,1.003
957,-0.774,0.362,0.990
958,-1.109,1.328,0.990
959,0.031,0.920,1.061
960,0.773,-0.582,1.008
961,0.065,-0.805,0.994
962,-0.059,-0.273,1.009
963,-0.054,-0.565,1.014
964,-0.098,-0.960,1.009
965,0.028,-0.732,1.008
966,-0.309,-0.040,0.998
967,-1.246,0.472,0.973
968,-1.657,0.786,0.971
969,-0.522,1.083,1.001
970,0.777,0.360,1.021
971,0.115,0.193,1.013
972,-0.129,0.150,0.996
973,0.086,-0.269,1.003
974,0.339,-0.205,1.016
975,0.646,-0.945,1.036
976,-0.308,-0.608,1.041
977,-0.540,0.590,0.989
978,-0.225,0.879,0.987
979,0.141,0.423,1.009
980,0.252,0.431,1.022
981,0.079,0.386,1.014
982,-0.222,0.131,1.003
983,0.069,-0.254,0.998
984,0.773,-0.470,1.010
985,0.538,-0.439,1.022
986,-0.613,-0.177,1.000
987,-0.055,0.143,1.009
988,0.175,0.020,1.006
989,0.115,0.088,1.000
990,-0.157,0.278,0.995
991,-0.418,0.657,1.017
992,0.260,0.420,1.064
993,0.470,-0.350,0.996
994,-0.336,-0.706,0.990
995,-0.001,-0.275,1.010
996,0.148,-0.565,1.015
997,0.091,-0.832,1.015
998,0.080,-0.502,1.008
999,-0.506,0.055,0.991
1000,-1.310,0.244,0.965
1001,-1.288,0.536,0.989
1002,-0.099,0.772,1.018
1003,0.579,0.255,1.021
1004,-0.076,0.053,1.004
1005,-0.094,-0.069,0.994
1006,0.102,-0.377,0.997
1007,0.184,-0.541,1.019
1008,-0.159,-0.760,1.061
1009,-0.512,0.471,0.994
1010,-0.377,0.889,0.984
1011,0.122,0.600,1.001
1012,0.184,0.499,1.018
1013,0.118,0.481,1.017
1014,-0.213,0.136,1.013
1015,-0.088,-0.065,0.995
1016,0.724,-0.333,1.006
1017,1.069,-0.586,1.026
1018,-0.166,-0.613,1.005
1019,-0.707,0.325,1.006
1020,0.020,0.255,1.009
1021,0.149,0.105,1.005
1022,0.057,0.205,0.994
1023,-0.258,0.374,1.006
1024,-0.061,0.682,1.068
1025,0.412,-0.283,1.010
1026,0.132,-0.391,0.986
1027,-0.237,-0.358,1.003
1028,0.129,-0.156,1.012
1029,0.041,-1.024,1.013
1030,0.212,-0.844,1.015
1031,0.012,-0.227,1.002
1032,-0.997,0.146,0.970
1033,-1.606,0.365,0.969
1034,-0.918,0.684,1.008
1035,0.760,0.429,1.031
1036,0.130,0.080,1.015
1037,-0.188,0.246,0.995
1038,-0.079,-0.246,0.994
1039,0.074,-0.326,1.001
1040,0.294,-0.738,1.037
1041,-0.257,-0.581,1.055
1042,-0.462,0.612,0.976
1043,-0.416,1.041,0.986
1044,0.123,0.445,1.012
1045,0.248,0.625,1.015
1046,0.071,0.471,1.017
1047,-0.246,0.121,1.008
1048,0.069,-0.374,0.998
1049,1.023,-0.633,1.006
1050,0.884,-0.820,1.024
1051,-0.643,-0.408,0.999
1052,-0.529,0.425,1.005
1053,-0.000,0.358,1.004
1054,0.081,0.117,0.999
1055,-0.196,0.181,1.001
1056,-0.488,0.797,1.011
1057,0.217,0.681,1.063
1058,0.389,-0.519,0.994
1059,0.163,-0.544,0.997
1060,-0.106,-0.232,1.007
1061,0.048,-0.651,1.012
1062,0.081,-0.992,1.012
1063,0.202,-0.482,1.011
1064,-0.478,0.030,0.989
1065,-1.396,0.195,0.959
1066,-1.407,0.588,0.996
1067,-0.092,0.738,1.017
1068,0.686,0.151,1.025
1069,-0.152,0.229,1.002
1070,-0.179,0.018,0.990
1071,0.050,-0.356,0.998
1072,0.216,-0.448,1.021
1073,0.038,-0.959,1.066
1074,-0.331,0.327,0.997
1075,-0.563,0.864,0.973
1076,-0.002,0.751,1.001
1077,0.207,0.506,1.019
1078,0.198,0.604,1.018
1079,-0.190,0.173,1.011
1080,-0.185,-0.086,0.995
1081,0.661,-0.508,1.002
1082,1.144,-0.684,1.025
1083,0.026,-0.742,1.006
1084,-0.799,0.242,1.005
1085,-0.101,0.315,1.007
1086,0.085,0.184,1.003
1087,0.008,0.077,0.998
1088,-0.450,0.372,1.003
1089,-0.259,1.030,1.057
1090,0.314,-0.043,1.005
1091,0.428,-0.557,1.000
1092,-0.142,-0.388,1.001
1093,0.043,-0.323,1.011
1094,-0.029,-1.021,1.012
1095,0.176,-0.717,1.014
1096,-0.093,-0.170,1.001
1097,-1.040,0.173,0.968
1098,-1.587,0.427,0.973
1099,-0.836,0.840,1.009
1100,0.659,0.507,1.019
1101,0.209,0.104,1.018
1102,-0.162,0.231,0.995
1103,-0.035,-0.181,0.997
1104,0.124,-0.304,1.008
1105,0.351,-0.834,1.040
1106,-0.210,-0.583,1.046
1107,-0.404,0.617,0.978
1108,-0.396,0.991,0.987
1109,0.139,0.529,1.013
1110,0.265,0.648,1.015
1111,0.020,0.371,1.017
1112,-0.250,0.075,1.005
1113,0.157,-0.364,1.000
1114,1.034,-0.562,1.009
1115,0.778,-0.728,1.025
1116,-0.716,-0.360,0.997
1117,-0.413,0.416,1.007
1118,0.041,0.227,1.008
1119,0.112,0.184,1.000
1120,-0.095,0.140,0.999
1121,-0.432,0.696,1.015
1122,0.153,0.505,1.063
1123,0.396,-0.495,0.996
1124,-0.045,-0.455,0.992
1125,-0.021,-0.156,1.010
1126,0.113,-0.547,1.013
1127,0.106,-0.935,1.016
1128,0.193,-0.504,1.010
1129,-0.430,-0.012,0.990
1130,-1.296,0.172,0.960
1131,-1.305,0.488,0.996
1132,-0.055,0.619,1.023
1133,0.552,0.143,1.021
1134,-0.134,0.260,1.002
1135,-0.191,0.036,0.990
1136,0.020,-0.362,0.996
1137,0.164,-0.428,1.019
1138,0.008,-0.913,1.069
1139,-0.374,0.304,0.996
1140,-0.580,0.853,0.972
1141,0.035,0.731,1.002
1142,0.208,0.515,1.019
1143,0.215,0.625,1.018
1144,-0.175,0.219,1.013
1145,-0.207,-0.023,0.996
1146,0.612,-0.453,1.003
1147,1.200,-0.608,1.025
1148,0.183,-0.792,1.010
1149,-0.827,0.156,1.002
1150,-0.138,0.336,1.008
1151,0.084,0.168,1.003
1152,0.075,0.124,0.997
1153,-0.292,0.239,1.006
1154,-0.298,0.939,1.049
1155,0.241,-0.047,1.017
1156,0.410,-0.511,0.999
1157,-0.178,-0.358,0.999
1158,0.070,-0.161,1.011
1159,0.034,-0.932,1.014
1160,0.206,-0.788,1.014
1161,0.044,-0.268,1.004
1162,-0.881,0.102,0.971
1163,-1.508,0.326,0.974
1164,-0.939,0.574,1.006
1165,0.548,0.542,1.026
1166,0.215,0.127,1.015
1167,-0.182,0.236,0.995
1168,-0.080,-0.186,0.994
1169,0.081,-0.351,1.001
1170,0.242,-0.717,1.035
1171,-0.246,-0.583,1.055
1172,-0.444,0.611,0.976
1173,-0.391,0.961,0.988
1174,0.133,0.508,1.011
1175,0.248,0.630,1.015
1176,0.066,0.478,1.017
1177,-0.269,0.120,1.007
1178,0.067,-0.326,0.997
1179,1.013,-0.523,1.007
1180,0.940,-0.673,1.029
1181,-0.609,-0.489,0.998
1182,-0.526,0.440,1.007
1183,-0.001,0.224,1.008
1184,0.107,0.210,0.999
1185,-0.019,0.127,0.998
1186,-0.365,0.596,1.014
1187,0.104,0.556,1.068
1188,0.368,-0.486,0.993
1189,0.008,-0.430,0.992
1190,-0.084,-0.157,1.009
1191,0.082,-0.467,1.011
1192,0.066,-1.039,1.015
1193,0.248,-0.550,1.015
1194,-0.314,-0.020,0.994
1195,-1.309,0.164,0.957
1196,-1.526,0.515,0.987
1197,-0.405,0.715,1.015
1198,0.896,0.277,1.031
1199,-0.044,0.201,1.008
1200,-0.151,0.063,0.993
1201,0.042,-0.401,0.995
1202,0.118,-0.408,1.013
1203,0.025,-1.001,1.064
1204,-0.359,0.068,1.012
1205,-0.610,0.667,0.964
1206,-0.128,0.979,1.002
1207,0.158,0.457,1.015
1208,0.202,0.680,1.015
1209,-0.166,0.324,1.013
1210,-0.251,-0.020,0.997
1211,0.497,-0.483,0.998
1212,1.120,-0.397,1.023
1213,0.544,-0.633,1.021
1214,-0.857,-0.225,1.000
1215,-0.356,0.278,1.006
1216,0.114,0.205,1.005
1217,0.132,0.064,0.999
1218,-0.246,0.149,1.004
1219,-0.474,0.958,1.045
1220,0.046,0.225,1.017
1221,0.404,-0.512,0.999
1222,0.049,-0.309,0.999
1223,0.002,-0.117,1.009
1224,0.021,-0.760,1.013
1225,0.183,-0.856,1.016
1226,0.155,-0.308,1.008
1227,-0.670,0.081,0.976
1228,-1.474,0.332,0.967
1229,-1.160,0.558,1.000
1230,0.243,0.638,1.027
1231,0.587,-0.031,1.023
1232,-0.090,0.002,1.001
1233,-0.014,-0.210,0.996
1234,-0.009,-0.410,0.997
1235,-0.118,-0.276,1.018
1236,-0.463,-0.260,1.061
1237,-0.448,0.413,0.981
1238,-0.140,0.540,0.987
1239,0.163,0.622,1.005
1240,0.129,0.408,1.019
1241,0.060,0.421,1.016
1242,-0.222,0.151,1.006
1243,-0.077,-0.112,0.994
1244,0.591,-0.111,0.999
1245,0.831,-0.044,1.027
1246,0.105,-0.265,1.022
1247,-0.852,0.033,1.002
1248,0.017,0.070,1.009
1249,0.188,-0.121,1.003
1250,0.199,0.062,1.000
1251,0.065,0.029,1.010
1252,-0.041,0.159,1.081
1253,-0.120,-0.427,0.979
1254,-0.125,-0.197,0.989
1255,-0.324,0.187,0.997
1256,0.075,0.058,1.012
1257,0.145,-0.387,1.013
1258,0.209,-0.433,1.013
1259,0.068,-0.313,1.003
1260,-0.325,-0.448,0.976
1261,-0.702,-0.295,0.988
1262,-0.774,-0.050,1.003
1263,-0.175,0.715,1.028
1264,-0.081,0.576,1.008
1265,-0.174,0.256,0.999
1266,-0.092,0.059,0.995
1267,-0.058,-0.208,1.002
1268,0.002,-0.413,1.043
1269,0.037,-0.515,1.039
1270,-0.013,0.429,0.978
1271,-0.449,0.365,0.990
1272,-0.105,0.552,1.006
1273,0.066,0.483,1.011
1274,0.101,0.659,1.012
1275,-0.118,0.200,1.008
1276,0.025,0.371,0.996
1277,0.534,0.254,0.999
1278,1.208,-0.128,1.031
1279,1.039,-0.632,1.038
1280,-0.447,-0.902,0.989
1281,-0.671,-0.191,1.005
1282,0.115,-0.319,1.005
1283,0.223,-0.332,1.005
1284,0.047,-0.163,1.014
1285,-0.665,0.727,1.056
1286,-0.954,0.433,0.966
1287,-0.344,0.178,0.990
1288,0.421,-0.234,1.011
1289,0.265,-0.096,1.013
1290,0.001,-0.377,1.008
1291,0.157,-0.531,1.010
1292,0.105,-0.469,1.004
1293,-0.157,-0.682,0.983
1294,-0.742,-0.320,0.976
1295,-1.238,0.205,0.986
1296,-0.986,0.526,1.014
1297,-0.086,0.808,1.022
1298,0.396,0.541,1.017
1299,-0.102,0.226,1.006
1300,-0.219,0.094,0.992
1301,-0.295,-0.003,1.022
1302,-0.024,-0.255,1.048
1303,0.391,0.238,1.003
1304,0.367,0.083,0.989
1305,-0.034,-0.027,1.002
1306,-0.287,0.547,1.004
1307,-0.009,0.457,1.011
1308,0.103,0.581,1.013
1309,0.133,0.585,1.007
1310,0.181,0.351,0.991
1311,0.679,-0.020,1.000
1312,1.452,-0.546,1.036
1313,1.037,-1.033,1.037
1314,-0.841,-0.691,0.996
1315,-0.697,-0.077,0.999
1316,0.068,-0.216,1.008
1317,0.274,-0.317,1.009
1318,-0.054,-0.171,1.047
1319,-0.550,0.057,0.997
1320,-0.725,0.170,0.987
1321,-0.626,0.386,0.981
1322,-0.156,0.272,1.004
1323,0.351,0.004,1.017
1324,0.114,-0.120,1.011
1325,0.071,-0.327,1.008
1326,0.131,-0.641,1.002
1327,-0.075,-0.608,0.985
1328,-0.613,-0.159,0.971
1329,-1.145,0.206,0.992
1330,-0.945,0.289,1.017
1331,-0.350,0.782,1.022
1332,0.658,0.644,1.029
1333,0.010,0.142,1.010
1334,0.040,0.508,1.018
1335,-0.405,-0.286,1.014
1336,-0.366,-0.047,1.017
1337,0.035,0.356,1.008
1338,0.381,0.142,0.990
1339,0.637,-0.029,1.009
1340,0.163,0.189,1.011
1341,-0.582,0.116,1.002
1342,-0.006,-0.050,1.009
1343,0.132,-0.126,1.009
1344,0.111,0.166,1.003
1345,-0.056,0.519,0.986
1346,-0.215,0.731,0.992
1347,0.204,0.550,1.032
1348,1.234,0.122,1.082
1349,-0.290,-1.211,0.974
1350,-0.176,-0.137,1.008
1351,0.094,-0.548,1.015
1352,-0.042,-0.870,1.017
1353,0.203,-0.877,1.025
1354,0.027,-0.162,1.018
1355,-0.788,0.711,0.976
1356,-1.646,0.748,0.964
1357,-1.205,0.865,0.982
1358,0.563,0.643,1.016
1359,0.784,-0.158,1.031
1360,0.130,-0.403,1.008
1361,0.177,-0.572,1.000
1362,0.188,-0.518,0.994
1363,0.077,-0.655,0.996
1364,-0.335,-0.771,1.022
1365,-1.280,0.244,1.032
1366,-0.323,1.263,0.988
1367,0.264,0.592,1.001
1368,0.153,0.403,1.020
1369,0.175,0.553,1.017
1370,-0.204,0.243,1.020
1371,-0.153,0.095,1.008
1372,0.564,-0.349,1.001
1373,1.452,-0.666,1.016
1374,0.617,-0.817,1.013
1375,-1.155,-0.049,0.990
1376,-0.455,0.413,1.007
1377,0.096,0.250,1.010
1378,0.205,0.310,1.002
1379,0.118,0.142,0.993
1380,-0.086,0.278,1.009
1381,0.231,0.222,1.078
1382,0.574,-0.175,1.010
1383,-0.491,-0.587,0.973
1384,-0.178,-0.213,1.007
1385,0.131,-0.316,1.013
1386,0.010,-1.063,1.015
1387,0.197,-0.776,1.017
1388,-0.028,-0.231,1.003
1389,-1.097,0.322,0.973
1390,-1.773,0.664,0.959
1391,-0.855,0.956,1.002
1392,0.728,0.283,1.028
1393,0.386,-0.298,1.018
1394,0.028,-0.381,1.000
1395,0.071,-0.487,0.992
1396,-0.004,-0.516,0.999
1397,-0.323,-0.298,1.024
1398,-1.076,0.059,1.036
1399,-0.618,0.701,0.985
1400,0.490,1.072,0.993
1401,0.102,0.208,1.015
1402,0.098,0.503,1.024
1403,-0.149,0.285,1.013
1404,-0.264,0.209,1.001
1405,0.284,-0.212,1.000
1406,1.159,-0.282,1.013
1407,0.769,-0.687,1.027
1408,-0.808,-0.189,0.999
1409,-0.370,0.418,1.005
1410,0.098,0.133,1.007
1411,0.133,0.183,0.998
1412,-0.046,0.203,0.998
1413,-0.287,0.589,1.018
1414,0.212,0.208,1.064
1415,0.458,-0.430,0.995
1416,-0.281,-0.464,0.991
1417,-0.028,-0.091,1.007
1418,0.080,-0.577,1.013
1419,0.078,-1.041,1.016
1420,0.245,-0.503,1.014
1421,-0.460,0.112,0.992
1422,-1.509,0.444,0.954
1423,-1.515,0.779,0.982
1424,-0.008,0.805,1.018
1425,0.956,-0.122,1.035
1426,-0.008,-0.050,1.006
1427,-0.009,-0.291,0.997
1428,0.079,-0.547,0.990
1429,-0.027,-0.548,1.009
1430,-0.451,-0.427,1.070
1431,-0.786,0.307,0.985
1432,-0.438,0.719,0.980
1433,0.258,0.729,1.000
1434,0.122,0.353,1.020
1435,0.133,0.590,1.016
1436,-0.222,0.253,1.012
1437,-0.264,0.041,0.996
1438,0.536,-0.422,0.999
1439,1.127,-0.364,1.025
1440,0.347,-0.540,1.021
1441,-1.002,0.102,0.999
1442,-0.174,0.492,1.005
1443,0.082,0.214,1.005
1444,0.117,0.221,0.996
1445,-0.082,0.319,1.003
1446,0.027,0.501,1.057
1447,0.466,-0.304,1.031
1448,0.298,-0.644,0.987
1449,-0.466,0.029,0.994
1450,-0.018,-0.298,1.008
1451,0.074,-0.725,1.012
1452,0.273,-0.612,1.021
1453,0.141,-0.214,1.008
1454,-0.743,0.301,0.981
1455,-1.422,0.495,0.959
1456,-0.966,0.642,1.001
1457,0.335,0.403,1.032
1458,0.769,-0.062,1.026
1459,0.047,-0.197,1.006
1460,0.122,-0.420,0.996
1461,0.073,-0.652,0.992
1462,-0.183,-0.450,1.011
1463,-0.905,-0.084,1.058
1464,-0.908,0.517,0.973
1465,-0.175,0.747,0.990
1466,0.457,0.411,1.010
1467,0.038,0.264,1.016
1468,-0.026,0.350,1.016
1469,-0.198,0.252,1.009
1470,-0.141,-0.044,0.995
1471,0.486,-0.120,0.998
1472,0.765,0.068,1.025
1473,0.235,-0.048,1.025
1474,-0.730,-0.093,1.004
1475,-0.100,-0.002,1.008
1476,0.170,-0.193,1.004
1477,0.170,0.020,0.999
1478,0.002,0.120,1.004
1479,-0.131,0.429,1.071
1480,-0.104,-0.194,0.996
1481,0.045,-0.381,0.988
1482,-0.229,0.142,0.998
1483,0.047,0.009,1.012
1484,0.164,-0.332,1.014
1485,0.243,-0.446,1.015
1486,0.133,-0.331,1.007
1487,-0.320,-0.304,0.978
1488,-0.677,-0.282,0.988
1489,-0.742,-0.132,1.000
1490,-0.204,0.427,1.026
1491,-0.075,0.694,1.010
1492,-0.134,0.310,1.003
1493,-0.100,0.094,0.996
1494,-0.033,-0.229,1.000
1495,0.016,-0.307,1.025
1496,0.016,-0.710,1.061
1497,-0.011,0.332,0.988
1498,-0.428,0.505,0.979
1499,-0.188,0.566,1.003
1500,0.056,0.294,1.013
1501,0.162,0.718,1.017
1502,-0.089,0.166,1.007
1503,-0.079,-0.208,0.998
1504,0.418,-0.139,0.994
1505,0.785,0.025,1.021
1506,0.460,-0.191,1.029
1507,-0.551,-0.346,1.010
1508,-0.452,-0.110,1.003
1509,0.141,-0.147,1.007
1510,0.191,-0.089,1.002
1511,0.074,-0.041,1.007
1512,-0.208,0.468,1.073
1513,-0.406,-0.023,0.978
1514,-0.115,-0.304,0.990
1515,0.056,-0.087,1.002
1516,-0.115,0.188,1.006
1517,0.118,-0.136,1.012
1518,0.240,-0.228,1.014
1519,0.115,-0.311,1.005
1520,-0.137,-0.464,0.984
1521,-0.426,-0.456,0.986
1522,-0.671,-0.234,0.997
1523,-0.456,0.254,1.022
1524,-0.164,0.925,1.015
1525,-0.116,0.335,1.006
1526,-0.112,0.092,0.998
1527,-0.094,-0.091,0.998
1528,-0.190,-0.105,1.034
1529,-0.040,-0.403,1.042
1530,0.151,0.283,0.989
1531,-0.061,0.205,0.988
1532,-0.203,0.110,1.002
1533,-0.025,0.707,1.011
1534,0.094,0.592,1.013
1535,0.120,0.720,1.013
1536,0.071,0.541,1.000
1537,0.308,0.332,0.992
1538,1.227,-0.217,1.018
1539,1.792,-1.104,1.037
1540,0.223,-1.145,1.014
1541,-1.142,-0.227,0.989
1542,-0.255,-0.192,1.007
1543,0.160,-0.381,1.005
1544,0.154,-0.246,1.012
1545,-0.435,0.491,1.050
1546,-0.917,0.625,0.976
1547,-0.695,0.203,0.983
1548,0.063,0.044,1.001
1549,0.526,-0.219,1.017
1550,0.146,-0.389,1.009
1551,-0.041,-0.616,1.007
1552,0.049,-0.929,1.004
1553,0.005,-0.588,0.995
1554,-0.599,-0.164,0.976
1555,-1.718,0.599,0.948
1556,-2.008,1.245,0.982
1557,-0.565,1.216,1.010
1558,1.038,0.650,1.036
1559,0.941,0.028,1.033
1560,0.121,-0.099,1.008
1561,0.042,-0.322,1.021
1562,-0.137,-0.665,1.030
1563,-0.004,0.044,1.010
1564,-0.068,0.268,0.984
1565,-0.180,0.154,0.993
1566,-0.118,0.475,1.005
1567,0.031,0.612,1.011
1568,0.025,0.173,1.009
1569,0.041,0.102,1.008
1570,0.092,0.209,0.999
1571,0.341,-0.010,0.995
1572,0.813,-0.393,1.008
1573,0.927,-0.487,1.036
1574,0.238,-0.345,1.029
1575,-0.879,-0.313,1.001
1576,-0.787,-0.064,0.997
1577,0.035,-0.091,1.009
1578,0.136,-0.480,1.025
1579,-0.003,-0.802,1.017
1580,-0.061,-0.593,1.014
1581,-0.376,0.139,0.994
1582,-0.966,0.605,0.974
1583,-1.083,0.591,0.985
1584,-0.054,0.499,1.007
1585,0.551,-0.081,1.021
1586,-0.016,-0.191,1.008
1587,-0.026,-0.152,1.001
1588,-0.038,-0.332,0.994
1589,-0.091,-0.381,0.981
1590,-0.171,-0.382,1.009
1591,-0.526,-0.178,1.038
1592,-0.979,0.597,1.014
1593,0.270,1.003,0.991
1594,0.066,0.143,1.016
1595,0.126,0.419,1.017
1596,0.024,0.340,1.019
1597,-0.264,0.076,1.018
1598,-0.090,0.095,1.004
1599,0.481,-0.199,0.996
1600,1.035,-0.291,1.010
1601,0.251,-0.489,1.016
1602,-1.045,0.270,0.996
1603,-0.046,0.320,1.011
1604,0.167,0.073,1.009
1605,0.315,0.019,1.003
1606,0.138,0.045,0.991
1607,-0.147,0.256,1.010
1608,0.175,0.275,1.077
1609,0.408,-0.183,1.001
1610,-0.584,-0.682,0.977
1611,-0.035,-0.087,1.008
1612,0.040,-0.492,1.014
1613,0.060,-0.890,1.017
1614,0.187,-0.479,1.019
1615,-0.120,-0.091,0.998
1616,-1.013,0.377,0.979
1617,-1.544,0.654,0.959
1618,-0.692,0.801,1.004
1619,0.832,0.369,1.035
1620,0.358,-0.290,1.017
1621,0.045,-0.423,1.001
1622,0.072,-0.513,0.991
1623,-0.033,-0.521,0.994
1624,-0.357,-0.284,1.015
1625,-1.126,-0.041,1.049
1626,-0.771,0.599,0.982
1627,0.504,1.157,0.996
1628,0.174,0.231,1.015
1629,0.061,0.432,1.019
1630,-0.009,0.461,1.015
1631,-0.288,0.192,1.007
1632,0.053,-0.146,0.996
1633,1.042,-0.236,1.007
1634,1.074,-0.752,1.029
1635,-0.519,-0.448,0.998
1636,-0.598,0.427,1.007
1637,0.034,0.242,1.008
1638,0.138,0.124,1.003
1639,0.027,0.175,0.995
1640,-0.322,0.456,1.011
1641,0.036,0.643,1.076
1642,0.365,-0.421,0.994
1643,0.044,-0.628,0.988
1644,-0.136,-0.051,1.006
1645,0.018,-0.546,1.011
1646,0.020,-1.049,1.014
1647,0.218,-0.667,1.017
1648,-0.224,-0.026,0.997
1649,-1.380,0.508,0.962
1650,-1.789,0.860,0.962
1651,-0.456,0.969,1.012
1652,1.053,0.122,1.037
1653,0.267,-0.195,1.015
1654,0.000,-0.257,1.000
1655,0.086,-0.476,0.992
1656,0.030,-0.566,1.003
1657,-0.267,-0.525,1.048
1658,-0.828,0.088,1.014
1659,-0.619,0.645,0.978
1660,0.204,0.865,1.002
1661,0.161,0.372,1.011
1662,0.167,0.605,1.017
1663,-0.147,0.325,1.014
1664,-0.313,0.134,0.998
1665,0.316,-0.418,1.001
1666,1.155,-0.611,1.015
1667,0.538,-0.730,1.020
1668,-0.899,0.070,1.003
1669,-0.244,0.691,1.003
1670,0.033,0.227,1.005
1671,-0.006,0.169,0.998
1672,-0.286,0.353,1.005
1673,-0.073,0.924,1.038
1674,0.497,-0.175,1.037
1675,0.503,-0.510,1.001
1676,-0.290,-0.714,0.994
1677,-0.115,-0.507,1.007
1678,0.029,-0.854,1.012
1679,0.157,-0.628,1.017
1680,-0.108,-0.061,1.002
1681,-1.099,0.505,0.976
1682,-1.728,0.874,0.956
1683,-0.799,1.071,0.998
1684,0.870,0.514,1.029
1685,0.576,-0.098,1.026
1686,0.021,-0.176,1.004
1687,0.100,-0.472,0.996
1688,0.105,-0.273,1.005
1689,0.265,-0.803,1.027
1690,-0.418,-0.665,1.049
1691,-0.521,0.526,0.983
1692,-0.392,0.938,0.985
1693,0.136,0.606,1.010
1694,0.255,0.623,1.019
1695,0.015,0.317,1.017
1696,-0.198,0.081,1.006
1697,0.171,-0.353,1.000
1698,1.023,-0.673,1.008
1699,0.665,-0.880,1.018
1700,-0.770,-0.297,0.998
1701,-0.387,0.334,1.007
1702,0.083,0.233,1.007
1703,0.056,0.123,1.001
1704,-0.359,0.264,0.999
1705,-0.617,1.001,1.005
1706,0.164,0.738,1.063
1707,0.459,-0.501,0.998
1708,0.256,-0.684,0.998
1709,-0.097,-0.333,1.007
1710,-0.031,-0.823,1.011
1711,0.021,-0.948,1.012
1712,0.086,-0.349,1.010
1713,-0.670,0.265,0.988
1714,-1.587,0.647,0.957
1715,-1.358,0.912,0.984
1716,0.323,0.821,1.019
1717,0.802,0.004,1.032
1718,-0.046,0.155,1.006
1719,-0.018,-0.253,0.997
1720,0.069,-0.388,0.997
1721,0.285,-0.378,1.020
1722,0.076,-1.036,1.063
1723,-0.405,0.164,1.001
1724,-0.613,0.805,0.973
1725,-0.042,0.762,1.001
1726,0.217,0.508,1.019
1727,0.203,0.547,1.017
1728,-0.178,0.074,1.013
1729,-0.093,-0.126,0.995
1730,0.665,-0.502,1.001
1731,0.954,-0.605,1.024
1732,-0.180,-0.652,1.006
1733,-0.734,0.313,1.004
1734,-0.013,0.259,1.008
1735,0.117,0.173,1.003
1736,0.025,0.121,0.996
1737,-0.394,0.343,1.008
1738,-0.193,0.872,1.066
1739,0.275,-0.243,0.999
1740,0.297,-0.518,0.995
1741,-0.112,-0.128,1.005
1742,0.019,-0.392,1.009
1743,0.070,-0.856,1.017
1744,0.235,-0.486,1.017
1745,-0.112,-0.154,0.999
1746,-1.016,0.254,0.969
1747,-1.402,0.456,0.976
1748,-0.590,0.535,1.014
1749,0.733,0.361,1.032
1750,0.150,-0.038,1.013
1751,-0.099,0.095,0.996
1752,0.009,-0.291,0.991
1753,0.012,-0.388,1.000
1754,-0.093,-0.462,1.038
1755,-0.448,-0.078,1.041
1756,-0.493,0.488,0.976
1757,-0.000,0.826,0.994
1758,0.082,0.267,1.014
1759,0.200,0.571,1.017
1760,-0.052,0.231,1.016
1761,-0.236,0.102,1.002
1762,0.128,-0.294,0.996
1763,0.854,-0.431,1.008
1764,0.671,-0.338,1.027
1765,-0.629,-0.202,1.006
1766,-0.600,0.453,1.003
1767,0.015,0.337,1.006
1768,0.116,0.372,0.997
1769,0.142,0.569,0.997
1770,0.142,0.292,1.019
1771,0.870,-0.239,1.098
1772,0.835,-0.812,0.986
1773,-0.332,-0.596,0.992
1774,-0.830,0.276,0.992
1775,0.116,-0.291,1.012
1776,0.229,-0.857,1.017
1777,0.426,-0.540,1.017
1778,-0.118,-0.146,0.999
1779,-1.082,0.086,0.958
1780,-1.388,0.282,0.989
1781,-0.549,0.346,1.014
1782,0.641,0.277,1.032
1783,0.102,0.023,1.010
1784,-0.014,-0.122,0.999
1785,0.049,-0.438,0.992
1786,-0.056,-0.365,1.006
1787,-0.456,-0.309,1.071
1788,-0.657,0.203,0.989
1789,-0.394,0.611,0.979
1790,0.206,0.560,1.006
1791,0.099,0.325,1.012
1792,0.081,0.432,1.016
1793,-0.106,0.248,1.013
1794,-0.207,0.003,0.997
1795,0.237,-0.071,0.993
1796,0.654,0.175,1.016
1797,0.527,0.022,1.029
1798,-0.433,-0.209,1.014
1799,-0.325,-0.096,1.007
